Name;GroupName;DoctorName;Symptom1;Symptom2;Symptom3;Symptom4;Symptom5;Symptom6;Symptom7;Symptom8;Symptom9;Symptom10;Symptom11;Symptom12;Symptom13;Symptom14;Symptom15;Symptom16;Symptom17;Unnamed: 20
Гастроэнтерит;инфекционное ЖКТ;гастроэнтеролог;сонливость;слабость;сухость кожи;сухость слизистых;жажда;налет на языке;снижение артериального давления;учащение пульса;головная боль;головокружение;тошнота;рвота;понос;боль в желудке;;;;
Гастроэнтерит;инфекционное ЖКТ;гастроэнтеролог;повышение температуры;сонливость;слабость;сухость кожи;сухость слизистых;жажда;налет на языке;снижение артериального давления;учащение пульса;головная боль;головокружение;тошнота;рвота;понос;боль в желудке;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;удушье;насморк;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;насморк;тошнота;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;тошнота;рвота;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;рвота;Расстройство стула;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Расстройство стула;высыпания на коже;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;высыпания на коже;ломота;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;ломота;отечность;;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;насморк;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;удушье;насморк;тошнота;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;насморк;тошнота;рвота;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;тошнота;рвота;Расстройство стула;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;рвота;Расстройство стула;высыпания на коже;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Расстройство стула;высыпания на коже;ломота;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;высыпания на коже;ломота;отечность;;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;насморк;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;насморк;тошнота;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;удушье;насморк;тошнота;рвота;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;насморк;тошнота;рвота;Расстройство стула;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;насморк;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;насморк;тошнота;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;насморк;тошнота;рвота;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;удушье;насморк;тошнота;рвота;Расстройство стула;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;насморк;тошнота;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;насморк;тошнота;рвота;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;;;;
Аллергия;аллергическое;аллерголог;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;;;
Аллергия;аллергическое;аллерголог;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;;
Аллергия;аллергическое;аллерголог;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;;
Аллергия;аллергическое;аллерголог;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;;
Аллергия;аллергическое;аллерголог;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;;;;;
Аллергия;аллергическое;аллерголог;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;;
Аллергия;аллергическое;аллерголог;чихание;слезоточивость;Неприятная резь в глазах;хрип;кашель;першение в горле;удушье;насморк;тошнота;рвота;Расстройство стула;высыпания на коже;ломота;отечность;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;утомляемость;Одышка;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Одышка;Отек рук;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек рук;Отек лица;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек лица;снижение остроты зрения;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;снижение остроты зрения;снижение аппетита;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;снижение аппетита;тошнота;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;тошнота;Усиленное потоотделение;;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;Одышка;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;утомляемость;Одышка;Отек рук;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Одышка;Отек рук;Отек лица;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;утомляемость;Одышка;Отек рук;Отек лица;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Одышка;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;снижение остроты зрения;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;Отек лица;снижение остроты зрения;снижение аппетита;тошнота;Усиленное потоотделение;;;;;;;;
Гипертония;сердечно-сосудистое;кардиолог;Головокружение;головная боль;Шум в ушах;слышимость сердцебиения;боли в груди;Покраснение лица;Ощущение пульсации в разных участках тела;Бессонница;утомляемость;Одышка;Отек рук;;;;;;;
